,instant,Date of the ride,season,holiday,weekday,Weather situation,temp,atemp,Relative humidity,windspeed,Non-registered user rentals,Registered user rentals,Total Rentals
365,976,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2727,55 %,0.0,0,3,3
366,977,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,64 %,0.194,1,11,12
367,978,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,60 %,0.2239,12,35,47
368,979,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2727,45 %,0.3284,19,86,105
369,980,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.2879,39 %,0.4478,26,86,112
370,981,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 36 degree celsius,0.3182,32 %,0.4627,58,94,152
371,982,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 38 degree celsius,0.3939,28 %,0.3582,62,92,154
372,983,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 40 degree celsius,0.4091,30 %,0.4179,51,110,161
373,984,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 40 degree celsius,0.4091,30 %,0.2985,40,122,162
374,985,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 42 degree celsius,0.4242,28 %,0.3284,28,106,134
375,986,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 42 degree celsius,0.4242,28 %,0.3284,30,95,125
376,987,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,32 %,0.2985,17,78,95
377,988,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,35 %,0.2836,11,50,61
378,989,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,35 %,0.3284,15,32,47
379,990,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,35 %,0.3582,6,45,51
380,991,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,35 %,0.2985,5,31,36
381,992,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 40 degree celsius,0.4091,35 %,0.3582,3,27,30
382,993,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 38 degree celsius,0.3939,37 %,0.3582,3,8,11
383,994,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 38 degree celsius,0.3939,37 %,0.3582,1,6,7
384,995,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 36 degree celsius,0.3333,40 %,0.2985,0,2,2
385,996,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3182,46 %,0.2239,1,1,2
386,997,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.303,53 %,0.2836,0,2,2
387,998,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.303,53 %,0.2836,0,3,3
388,999,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.303,46 %,0.2985,1,25,26
389,1000,14-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.303,46 %,0.2985,2,96,98
